"","chr","SNPid","physPos","linkMapPos"
"Chr06_39373186","Chr06","Chr06_39373186",39373186,76.7001237248424
"Chr06_39496538","Chr06","Chr06_39496538",39496538,76.9404201532948
"Chr06_39740958","Chr06","Chr06_39740958",39740958,77.4165636535405
"Chr06_40120753","Chr06","Chr06_40120753",40120753,78.1564250424442
"Chr06_40210615","Chr06","Chr06_40210615",40210615,78.3314811230394
"Chr06_40310275","Chr06","Chr06_40310275",40310275,78.5256242424016
"Chr06_40639663","Chr06","Chr06_40639663",40639663,79.167290044132
"Chr06_41289182","Chr06","Chr06_41289182",41289182,80.4325885063533
"Chr06_41711537","Chr06","Chr06_41711537",41711537,81.2553590981474
"Chr06_41899330","Chr06","Chr06_41899330",41899330,81.6211901117373
"Chr06_41902168","Chr06","Chr06_41902168",41902168,81.626718690633
"Chr06_42005997","Chr06","Chr06_42005997",42005997,81.8289832495358
"Chr06_42026498","Chr06","Chr06_42026498",42026498,81.8689203164638
"Chr06_42127945","Chr06","Chr06_42127945",42127945,82.066544609359
"Chr06_42197684","Chr06","Chr06_42197684",42197684,82.2023999876571
"Chr06_43003239","Chr06","Chr06_43003239",43003239,83.771665094197
"Chr06_43327340","Chr06","Chr06_43327340",43327340,84.4030315313673
"Chr06_43512789","Chr06","Chr06_43512789",43512789,84.7642963050236
"Chr06_43813420","Chr06","Chr06_43813420",43813420,85.3499419012202
"Chr06_44353760","Chr06","Chr06_44353760",44353760,86.4025537125401
"Chr06_44514473","Chr06","Chr06_44514473",44514473,86.7156314081255
"Chr06_44581598","Chr06","Chr06_44581598",44581598,86.8463945717537
"Chr06_44627077","Chr06","Chr06_44627077",44627077,86.9349901459607
"Chr06_44640185","Chr06","Chr06_44640185",44640185,86.9605252453847
"Chr06_44671670","Chr06","Chr06_44671670",44671670,87.0218597438106
"Chr06_44838190","Chr06","Chr06_44838190",44838190,87.3462497923374
"Chr06_44894892","Chr06","Chr06_44894892",44894892,87.4567083830866
"Chr06_45081416","Chr06","Chr06_45081416",45081416,87.8200673154156
"Chr06_45354970","Chr06","Chr06_45354970",45354970,88.3529654377715
"Chr06_45373316","Chr06","Chr06_45373316",45373316,88.3887044470813
"Chr06_45940813","Chr06","Chr06_45940813",45940813,89.4942195766083
"Chr06_45981815","Chr06","Chr06_45981815",45981815,89.5740937104642
"Chr06_46053094","Chr06","Chr06_46053094",46053094,89.7129490928144
"Chr06_46231430","Chr06","Chr06_46231430",46231430,90.0603573542489
"Chr06_46711198","Chr06","Chr06_46711198",46711198,90.994971603598
"Chr06_46731067","Chr06","Chr06_46731067",46731067,91.0336775000319
"Chr06_46753775","Chr06","Chr06_46753775",46753775,91.0779139234162
"Chr06_46755964","Chr06","Chr06_46755964",46755964,91.08217821489
"Chr06_46827213","Chr06","Chr06_46827213",46827213,91.2209751556028
"Chr06_46865953","Chr06","Chr06_46865953",46865953,91.2964427900007
"Chr06_46890944","Chr06","Chr06_46890944",46890944,91.3451266219892
"Chr06_46896157","Chr06","Chr06_46896157",46896157,91.3552818305105
"Chr06_46953314","Chr06","Chr06_46953314",46953314,91.4666267860933
"Chr06_46957264","Chr06","Chr06_46957264",46957264,91.4743216016811
"Chr06_47120987","Chr06","Chr06_47120987",47120987,91.7932629415499
"Chr06_47150114","Chr06","Chr06_47150114",47150114,91.850003927278
"Chr06_47302337","Chr06","Chr06_47302337",47302337,92.1465426394862
"Chr06_47368591","Chr06","Chr06_47368591",47368591,92.2756090475759
"Chr06_47373636","Chr06","Chr06_47373636",47373636,92.2854369829279
"Chr06_47485978","Chr06","Chr06_47485978",47485978,92.5042853304633
"Chr06_47718506","Chr06","Chr06_47718506",47718506,92.9572625656533
"Chr06_47722548","Chr06","Chr06_47722548",47722548,92.9651366022624
"Chr06_47798663","Chr06","Chr06_47798663",47798663,93.1134127765575
"Chr06_47979912","Chr06","Chr06_47979912",47979912,93.4664957209812
"Chr06_48190332","Chr06","Chr06_48190332",48190332,93.8764053655345
"Chr06_48208147","Chr06","Chr06_48208147",48208147,93.9111099578628
"Chr06_48216189","Chr06","Chr06_48216189",48216189,93.9267762127887
"Chr06_48308932","Chr06","Chr06_48308932",48308932,94.1074446386265
"Chr06_48316109","Chr06","Chr06_48316109",48316109,94.1214258263414
"Chr06_48316358","Chr06","Chr06_48316358",48316358,94.1219108919316
"Chr06_48328609","Chr06","Chr06_48328609",48328609,94.1457765085813
"Chr06_48328610","Chr06","Chr06_48328610",48328610,94.1457784566358
"Chr06_48421934","Chr06","Chr06_48421934",48421934,94.3275787021842
"Chr06_48427563","Chr06","Chr06_48427563",48427563,94.3385443014105
"Chr06_48489184","Chr06","Chr06_48489184",48489184,94.4585853726348
"Chr06_48633462","Chr06","Chr06_48633462",48633462,94.7396467912113
"Chr06_48661238","Chr06","Chr06_48661238",48661238,94.7937559552029
"Chr06_48798545","Chr06","Chr06_48798545",48798545,95.0612374853078
"Chr06_48824937","Chr06","Chr06_48824937",48824937,95.1126505417618
"Chr06_48832806","Chr06","Chr06_48832806",48832806,95.1279797832454
"Chr06_48864773","Chr06","Chr06_48864773",48864773,95.1902532439784
"Chr06_48878863","Chr06","Chr06_48878863",48878863,95.2177013329992
"Chr06_48886064","Chr06","Chr06_48886064",48886064,95.2317292740239
"Chr06_48939919","Chr06","Chr06_48939919",48939919,95.3366417533863
"Chr06_49103262","Chr06","Chr06_49103262",49103262,95.654842832515
"Chr06_49187801","Chr06","Chr06_49187801",49187801,95.8195294185852
"Chr06_49622270","Chr06","Chr06_49622270",49622270,96.6658987435516
"Chr06_49636795","Chr06","Chr06_49636795",49636795,96.6941942363143
"Chr06_49647183","Chr06","Chr06_49647183",49647183,96.7144306272829
"Chr06_49702204","Chr06","Chr06_49702204",49702204,96.8216145382846
"Chr06_49716783","Chr06","Chr06_49716783",49716783,96.8500152259946
"Chr06_49759103","Chr06","Chr06_49759103",49759103,96.9324568957859
"Chr06_49838192","Chr06","Chr06_49838192",49838192,97.0865265843995
"Chr06_49874943","Chr06","Chr06_49874943",49874943,97.1581195382394
"Chr06_49881242","Chr06","Chr06_49881242",49881242,97.1703903340337
"Chr06_50099178","Chr06","Chr06_50099178",50099178,97.5949415568042
"Chr06_50176071","Chr06","Chr06_50176071",50176071,97.7447333175619
"Chr06_50176183","Chr06","Chr06_50176183",50176183,97.7449514996748
"Chr06_50239584","Chr06","Chr06_50239584",50239584,97.86846010805
"Chr06_50403913","Chr06","Chr06_50403913",50403913,98.1885819689938
"Chr06_50516211","Chr06","Chr06_50516211",50516211,98.4073446021278
"Chr06_50662339","Chr06","Chr06_50662339",50662339,98.6920099216757
"Chr06_50675116","Chr06","Chr06_50675116",50675116,98.7169002150341
"Chr06_50692752","Chr06","Chr06_50692752",50692752,98.7512561055927
"Chr06_50712677","Chr06","Chr06_50712677",50712677,98.790071093083
"Chr06_50820640","Chr06","Chr06_50820640",50820640,99.0003889096162
"Chr06_50837734","Chr06","Chr06_50837734",50837734,99.0336889545929
"Chr06_50891390","Chr06","Chr06_50891390",50891390,99.1382137710939
"Chr06_50925012","Chr06","Chr06_50925012",50925012,99.2037112621555
"Chr06_51191643","Chr06","Chr06_51191643",51191643,99.7231230026596
"Chr07_00131081","Chr07","Chr07_00131081",131081,0.292675334576446
"Chr07_00157553","Chr07","Chr07_00157553",157553,0.35199196850267
"Chr07_00213855","Chr07","Chr07_00213855",213855,0.478149611420254
"Chr07_00295307","Chr07","Chr07_00295307",295307,0.660661641737525
"Chr07_00593768","Chr07","Chr07_00593768",593768,1.32943248935972
"Chr07_00729453","Chr07","Chr07_00729453",729453,1.63346608992937
"Chr07_00773171","Chr07","Chr07_00773171",773171,1.73142637256712
"Chr07_00807842","Chr07","Chr07_00807842",807842,1.80911476085876
"Chr07_00913047","Chr07","Chr07_00913047",913047,2.04485087721598
"Chr07_00964140","Chr07","Chr07_00964140",964140,2.15933655178506
"Chr07_01026529","Chr07","Chr07_01026529",1026529,2.29913352496514
"Chr07_01141385","Chr07","Chr07_01141385",1141385,2.55649493725852
"Chr07_01143062","Chr07","Chr07_01143062",1143062,2.56025264332887
"Chr07_01317505","Chr07","Chr07_01317505",1317505,2.95113250023399
"Chr07_01477283","Chr07","Chr07_01477283",1477283,3.30915203542076
"Chr07_01566946","Chr07","Chr07_01566946",1566946,3.51006270887675
"Chr07_01635742","Chr07","Chr07_01635742",1635742,3.66421604627432
"Chr07_02087817","Chr07","Chr07_02087817",2087817,4.67719456252537
"Chr07_02109961","Chr07","Chr07_02109961",2109961,4.72681331221041
"Chr07_02565414","Chr07","Chr07_02565414",2565414,5.74736101814878
"Chr07_02603430","Chr07","Chr07_02603430",2603430,5.83254465200113
"Chr07_02796097","Chr07","Chr07_02796097",2796097,6.2642595926427
"Chr07_02799102","Chr07","Chr07_02799102",2799102,6.27099298962624
"Chr07_03014563","Chr07","Chr07_03014563",3014563,6.75378315517392
"Chr07_03469480","Chr07","Chr07_03469480",3469480,7.77312982923769
"Chr07_03819450","Chr07","Chr07_03819450",3819450,8.55731849557044
"Chr07_03820453","Chr07","Chr07_03820453",3820453,8.5595659488731
"Chr07_03923708","Chr07","Chr07_03923708",3923708,8.79093263956713
"Chr07_03926429","Chr07","Chr07_03926429",3926429,8.79702966891562
"Chr07_03950367","Chr07","Chr07_03950367",3950367,8.8506682902108
"Chr07_04020852","Chr07","Chr07_04020852",4020852,9.00860622245203
"Chr07_04218843","Chr07","Chr07_04218843",4218843,9.45225081551969
"Chr07_04434855","Chr07","Chr07_04434855",4434855,9.93627562390861
"Chr07_04470543","Chr07","Chr07_04470543",4470543,10.0162428357384
"Chr07_04493410","Chr07","Chr07_04493410",4493410,10.0674816340155
"Chr07_04506012","Chr07","Chr07_04506012",4506012,10.0957193274553
"Chr07_04537578","Chr07","Chr07_04537578",4537578,10.1664502456525
"Chr07_04582816","Chr07","Chr07_04582816",4582816,10.2678164395764
"Chr07_04594835","Chr07","Chr07_04594835",4594835,10.2947477867795
"Chr07_04827582","Chr07","Chr07_04827582",4827582,10.816271230283
"Chr07_04850218","Chr07","Chr07_04850218",4850218,10.8669924196739
"Chr07_04875776","Chr07","Chr07_04875776",4875776,10.9242610253662
"Chr07_04887375","Chr07","Chr07_04887375",4887375,10.9502512655033
"Chr07_04894900","Chr07","Chr07_04894900",4894900,10.967112767101
"Chr07_04903051","Chr07","Chr07_04903051",4903051,10.9853769663732
"Chr07_04940869","Chr07","Chr07_04940869",4940869,11.0701169354659
"Chr07_04952909","Chr07","Chr07_04952909",4952909,11.0970953380222
"Chr07_04957283","Chr07","Chr07_04957283",4957283,11.1068962958945
"Chr07_04972534","Chr07","Chr07_04972534",4972534,11.1410696860429
"Chr07_05005017","Chr07","Chr07_05005017",5005017,11.2138553546673
"Chr07_05054979","Chr07","Chr07_05054979",5054979,11.3258067623517
"Chr07_05098677","Chr07","Chr07_05098677",5098677,11.4237222303673
"Chr07_05099498","Chr07","Chr07_05099498",5099498,11.425561870608
"Chr07_05106661","Chr07","Chr07_05106661",5106661,11.4416122275442
"Chr07_05168324","Chr07","Chr07_05168324",5168324,11.5797824299389
"Chr07_05179590","Chr07","Chr07_05179590",5179590,11.6050265066166
"Chr07_05196214","Chr07","Chr07_05196214",5196214,11.6422764205781
"Chr07_05222881","Chr07","Chr07_05222881",5222881,11.7020299970707
"Chr07_05264314","Chr07","Chr07_05264314",5264314,11.7948702091236
"Chr07_05415848","Chr07","Chr07_05415848",5415848,12.1344171570451
"Chr07_05417577","Chr07","Chr07_05417577",5417577,12.1382913811331
"Chr07_05427810","Chr07","Chr07_05427810",5427810,12.1612207825749
"Chr07_05508695","Chr07","Chr07_05508695",5508695,12.3424623183532
"Chr07_05774162","Chr07","Chr07_05774162",5774162,12.9373024837541
"Chr07_05806334","Chr07","Chr07_05806334",5806334,13.0093912850035
"Chr07_05916681","Chr07","Chr07_05916681",5916681,13.2566492407249
"Chr07_05933170","Chr07","Chr07_05933170",5933170,13.2935966559867
"Chr07_05936788","Chr07","Chr07_05936788",5936788,13.3017036211402
"Chr07_05943477","Chr07","Chr07_05943477",5943477,13.3166918715305
"Chr07_06000190","Chr07","Chr07_06000190",6000190,13.4437704549341
"Chr07_06006066","Chr07","Chr07_06006066",6006066,13.4569369909325
"Chr07_06046423","Chr07","Chr07_06046423",6046423,13.5473661763118
"Chr07_06094699","Chr07","Chr07_06094699",6094699,13.6555397113459
"Chr07_06209653","Chr07","Chr07_06209653",6209653,13.913120715288
"Chr07_06210330","Chr07","Chr07_06210330",6210330,13.914637690249
"Chr07_06253187","Chr07","Chr07_06253187",6253187,14.0106687034016
"Chr07_06257325","Chr07","Chr07_06257325",6257325,14.019940848732
"Chr07_06349738","Chr07","Chr07_06349738",6349738,14.2270135327387
"Chr07_06396010","Chr07","Chr07_06396010",6396010,14.3306966426297
"Chr07_06452078","Chr07","Chr07_06452078",6452078,14.4563299544677
"Chr07_06602642","Chr07","Chr07_06602642",6602642,14.7937033932131
"Chr07_06654852","Chr07","Chr07_06654852",6654852,14.9106919644313
"Chr07_06679299","Chr07","Chr07_06679299",6679299,14.9654711178611
"Chr07_06718185","Chr07","Chr07_06718185",6718185,15.0526041877786
"Chr07_06720149","Chr07","Chr07_06720149",6720149,15.0570049836773
"Chr07_06756318","Chr07","Chr07_06756318",6756318,15.1380499871707
"Chr07_06919872","Chr07","Chr07_06919872",6919872,15.5045305230263
"Chr07_06947899","Chr07","Chr07_06947899",6947899,15.5673314938275
"Chr07_06958890","Chr07","Chr07_06958890",6958890,15.5919593694502
"Chr07_06985605","Chr07","Chr07_06985605",6985605,15.651820501036
"Chr07_07024929","Chr07","Chr07_07024929",7024929,15.7399350111793
"Chr07_07026019","Chr07","Chr07_07026019",7026019,15.7423774080885
"Chr07_07027997","Chr07","Chr07_07027997",7027997,15.7468095742228
"Chr07_07067807","Chr07","Chr07_07067807",7067807,15.8360130796853
"Chr07_07131909","Chr07","Chr07_07131909",7131909,15.9796484252556
"Chr07_07134906","Chr07","Chr07_07134906",7134906,15.9863638963903
"Chr07_07154405","Chr07","Chr07_07154405",7154405,16.0300559122912
"Chr07_07227654","Chr07","Chr07_07227654",7227654,16.1941872253186
"Chr07_07261463","Chr07","Chr07_07261463",7261463,16.269944103394
"Chr07_07353442","Chr07","Chr07_07353442",7353442,16.4760443100992
"Chr07_07362321","Chr07","Chr07_07362321",7362321,16.4959397616189
"Chr07_07469587","Chr07","Chr07_07469587",7469587,16.7362940247925
"Chr07_07477081","Chr07","Chr07_07477081",7477081,16.7530860637258
"Chr07_07586339","Chr07","Chr07_07586339",7586339,16.9979038632692
"Chr07_07621996","Chr07","Chr07_07621996",7621996,17.0778016124346
"Chr07_07627367","Chr07","Chr07_07627367",7627367,17.0898365792228
"Chr07_07627483","Chr07","Chr07_07627483",7627483,17.0900965040315
"Chr07_07883960","Chr07","Chr07_07883960",7883960,17.6647924967595
"Chr07_07934736","Chr07","Chr07_07934736",7934736,17.7785678595669
"Chr07_08026084","Chr07","Chr07_08026084",8026084,17.9832541649421
"Chr07_08189219","Chr07","Chr07_08189219",8189219,18.3487958344629
"Chr07_08229872","Chr07","Chr07_08229872",8229872,18.4398882762506
"Chr07_08339149","Chr07","Chr07_08339149",8339149,18.684748649685
"Chr07_08363659","Chr07","Chr07_08363659",8363659,18.7396689691747
"Chr07_08461073","Chr07","Chr07_08461073",8461073,18.9579475494592
"Chr07_08469389","Chr07","Chr07_08469389",8469389,18.9765814693644
"Chr07_08471414","Chr07","Chr07_08471414",8471414,18.9811189498608
"Chr07_08483064","Chr07","Chr07_08483064",8483064,19.0072234672845
"Chr07_08567325","Chr07","Chr07_08567325",8567325,19.1960297112878
"Chr07_08630349","Chr07","Chr07_08630349",8630349,19.3372495487224
"Chr07_08687477","Chr07","Chr07_08687477",8687477,19.4652580355362
"Chr07_08762794","Chr07","Chr07_08762794",8762794,19.6340231804978
"Chr07_08787708","Chr07","Chr07_08787708",8787708,19.6898487553557
"Chr07_08937673","Chr07","Chr07_08937673",8937673,20.0258799961666
"Chr07_09033446","Chr07","Chr07_09033446",9033446,20.2404815367006
"Chr07_09070782","Chr07","Chr07_09070782",9070782,20.3241414733986
"Chr07_09087453","Chr07","Chr07_09087453",9087453,20.3614967017222
"Chr07_09168892","Chr07","Chr07_09168892",9168892,20.5439796025351
"Chr07_09193568","Chr07","Chr07_09193568",9193568,20.5992718833889
"Chr07_09234837","Chr07","Chr07_09234837",9234837,20.6917446155399
"Chr07_09294030","Chr07","Chr07_09294030",9294030,20.8243802120946
"Chr07_09559678","Chr07","Chr07_09559678",9559678,21.4196259498263
"Chr07_09572590","Chr07","Chr07_09572590",9572590,21.44855826991
"Chr07_09600730","Chr07","Chr07_09600730",9600730,21.5116124433266
"Chr07_09691521","Chr07","Chr07_09691521",9691521,21.7150506614739
"Chr07_10103866","Chr07","Chr07_10103866",10103866,22.6390049307512
"Chr07_10346417","Chr07","Chr07_10346417",10346417,23.1824965020507
"Chr07_10652759","Chr07","Chr07_10652759",10652759,23.8689265515455
"Chr07_11667659","Chr07","Chr07_11667659",11667659,26.1430445544061
"Chr07_11943836","Chr07","Chr07_11943836",11943836,26.7618829499879
"Chr07_13502117","Chr07","Chr07_13502117",13502117,30.2535716637682
"Chr07_13934061","Chr07","Chr07_13934061",13934061,31.2214420220573
"Chr07_14878095","Chr07","Chr07_14878095",14878095,33.3367683741239
"Chr07_15188727","Chr07","Chr07_15188727",15188727,34.0328111600778
"Chr07_15357774","Chr07","Chr07_15357774",15357774,34.411600031917
"Chr07_15582880","Chr07","Chr07_15582880",15582880,34.9160020490142
"Chr07_15653141","Chr07","Chr07_15653141",15653141,35.0734380574869
"Chr07_15709665","Chr07","Chr07_15709665",15709665,35.2000931427108
"Chr07_15715564","Chr07","Chr07_15715564",15715564,35.2133112155247
"Chr07_15836834","Chr07","Chr07_15836834",15836834,35.4850446771533
"Chr07_16022430","Chr07","Chr07_16022430",16022430,35.9009154081208
"Chr07_16045768","Chr07","Chr07_16045768",16045768,35.9532095907504
"Chr07_16185977","Chr07","Chr07_16185977",16185977,36.2673802588587
"Chr07_16546486","Chr07","Chr07_16546486",16546486,37.0751839903527
"Chr07_17286160","Chr07","Chr07_17286160",17286160,38.7325945329164
"Chr07_17743403","Chr07","Chr07_17743403",17743403,39.7571531475404
"Chr07_17985883","Chr07","Chr07_17985883",17985883,40.3004856269311
"Chr07_18001700","Chr07","Chr07_18001700",18001700,40.3359272708874
"Chr07_18256917","Chr07","Chr07_18256917",18256917,40.9077999424177
"Chr07_18356097","Chr07","Chr07_18356097",18356097,41.1300356538412
"Chr07_18379806","Chr07","Chr07_18379806",18379806,41.1831611477123
"Chr07_18794282","Chr07","Chr07_18794282",18794282,42.1118904149836
"Chr07_21493971","Chr07","Chr07_21493971",21493971,48.1611675428037
"Chr07_22762239","Chr07","Chr07_22762239",22762239,51.0030151053734
"Chr07_23347322","Chr07","Chr07_23347322",23347322,52.3140287850144
"Chr07_24323940","Chr07","Chr07_24323940",24323940,54.5023671195476
"Chr07_26482469","Chr07","Chr07_26482469",26482469,59.3390502002418
"Chr07_26930922","Chr07","Chr07_26930922",26930922,60.3439127884149
"Chr07_27938608","Chr07","Chr07_27938608",27938608,62.6018661570527
"Chr07_31216694","Chr07","Chr07_31216694",31216694,69.9471754363168
"Chr07_32271897","Chr07","Chr07_32271897",32271897,72.3116016250768
"Chr07_33919148","Chr07","Chr07_33919148",33919148,76.0026481856543
"Chr07_34053615","Chr07","Chr07_34053615",34053615,76.3039525757327
"Chr07_34180096","Chr07","Chr07_34180096",34180096,76.5873624871721
"Chr07_34646326","Chr07","Chr07_34646326",34646326,77.6320585522757
"Chr07_35137034","Chr07","Chr07_35137034",35137034,78.7316032334736
"Chr07_35216096","Chr07","Chr07_35216096",35216096,78.9087599164395
"Chr07_35397947","Chr07","Chr07_35397947",35397947,79.3162391094026
